#Timestamp,Node,Speed,Test,Transmitted,Received,Forwarded,Coded,Dropped,Decoded,Failed,Coding packets,Decoding packets,CPU,Last
1304683752,alice node,200,1,200,196,0,0,0,0,0,0,0,14,0
1304683753,alice node,200,1,219,215,0,0,0,0,0,0,0,9,0
1304683755,alice node,200,1,238,232,0,0,0,0,0,0,0,13,0
1304683756,alice node,200,1,257,252,0,0,0,0,0,0,0,14,1
1304683741,bob node,200,1,9,10,0,0,0,0,0,0,0,4,0
1304683742,bob node,200,1,28,28,0,0,0,0,0,0,0,12,0
1304683744,bob node,200,1,47,43,0,0,0,0,0,0,0,16,0
1304683745,bob node,200,1,66,61,0,0,0,0,0,0,0,14,0
1304683746,bob node,200,1,85,80,0,0,0,0,0,0,0,16,0
1304683747,bob node,200,1,104,99,0,0,0,0,0,0,0,14,0
1304683748,bob node,200,1,123,118,0,0,0,0,0,0,0,15,0
1304683749,bob node,200,1,141,136,0,0,0,0,0,0,0,14,0
1304683750,bob node,200,1,160,155,0,0,0,0,0,0,0,14,0
1304683751,bob node,200,1,179,174,0,0,0,0,0,0,0,11,0
1304683752,bob node,200,1,198,193,0,0,0,0,0,0,0,17,0
1304683753,bob node,200,1,217,212,0,0,0,0,0,0,0,15,0
1304683755,bob node,200,1,236,231,0,0,0,0,0,0,0,20,0
1304683756,bob node,200,1,254,249,0,0,0,0,0,0,0,16,1
1304683741,relay,200,1,0,0,8,0,0,0,0,0,0,8,0
1304683742,relay,200,1,0,0,26,0,0,0,0,0,0,10,0
1304683743,relay,200,1,0,0,42,0,0,0,0,0,0,15,0
1304683744,relay,200,1,0,0,67,0,0,0,0,0,0,12,0
1304683746,relay,200,1,0,0,103,0,0,0,0,0,0,20,0
1304683747,relay,200,1,0,0,142,0,0,0,0,0,0,21,0
1304683748,relay,200,1,0,0,178,0,0,0,0,0,0,12,0
1304683749,relay,200,1,0,0,215,0,0,0,0,0,0,12,0
1304683750,relay,200,1,0,0,252,0,0,0,0,0,0,14,0
1304683751,relay,200,1,0,0,289,0,0,0,0,0,0,12,0
1304683752,relay,200,1,0,0,325,0,0,0,0,0,0,14,0
1304683753,relay,200,1,0,0,361,0,0,0,0,0,0,15,0
1304683754,relay,200,1,0,0,398,0,0,0,0,0,0,14,0
1304683755,relay,200,1,0,0,435,0,0,0,0,0,0,16,1
1304683760,alice node,200,2,11,9,0,0,0,0,0,0,0,6,0
1304683761,alice node,200,2,30,28,0,0,0,0,0,0,0,11,0
1304683762,alice node,200,2,49,47,0,0,0,0,0,0,0,17,0
1304683763,alice node,200,2,67,66,0,0,0,0,0,0,0,16,0
1304683764,alice node,200,2,86,85,0,0,0,0,0,0,0,15,0
1304683765,alice node,200,2,105,104,0,0,0,0,0,0,0,14,0
1304683766,alice node,200,2,125,124,0,0,0,0,0,0,0,12,0
1304683767,alice node,200,2,144,142,0,0,0,0,0,0,0,14,0
1304683768,alice node,200,2,163,161,0,0,0,0,0,0,0,14,0
1304683770,alice node,200,2,183,181,0,0,0,0,0,0,0,8,0
1304683771,alice node,200,2,202,201,0,0,0,0,0,0,0,15,0
1304683772,alice node,200,2,222,221,0,0,0,0,0,0,0,13,0
1304683773,alice node,200,2,241,239,0,0,0,0,0,0,0,13,0
1304683774,alice node,200,2,259,257,0,0,0,0,0,0,0,12,1
1304683760,bob node,200,2,10,11,0,0,0,0,0,0,0,23,0
1304683761,bob node,200,2,29,30,0,0,0,0,0,0,0,17,0
1304683762,bob node,200,2,48,49,0,0,0,0,0,0,0,16,0
1304683763,bob node,200,2,67,68,0,0,0,0,0,0,0,18,0
1304683764,bob node,200,2,86,87,0,0,0,0,0,0,0,17,0
1304683765,bob node,200,2,104,105,0,0,0,0,0,0,0,16,0
1304683766,bob node,200,2,124,125,0,0,0,0,0,0,0,12,0
1304683767,bob node,200,2,143,144,0,0,0,0,0,0,0,14,0
1304683768,bob node,200,2,162,163,0,0,0,0,0,0,0,15,0
1304683770,bob node,200,2,181,182,0,0,0,0,0,0,0,15,0
1304683771,bob node,200,2,200,201,0,0,0,0,0,0,0,14,0
1304683772,bob node,200,2,220,221,0,0,0,0,0,0,0,11,0
1304683773,bob node,200,2,239,240,0,0,0,0,0,0,0,16,0
1304683774,bob node,200,2,258,259,0,0,0,0,0,0,0,16,1
1304683759,relay,200,2,0,0,19,0,0,0,0,0,0,12,0
1304683761,relay,200,2,0,0,55,0,0,0,0,0,0,16,0
1304683762,relay,200,2,0,0,93,0,0,0,0,0,0,16,0
1304683763,relay,200,2,0,0,129,0,0,0,0,0,0,15,0
1304683764,relay,200,2,0,0,165,0,0,0,0,0,0,15,0
1304683765,relay,200,2,0,0,202,0,0,0,0,0,0,12,0
1304683766,relay,200,2,0,0,239,0,0,0,0,0,0,13,0
1304683767,relay,200,2,0,0,277,0,0,0,0,0,0,15,0
1304683768,relay,200,2,0,0,313,0,0,0,0,0,0,11,0
1304683769,relay,200,2,0,0,350,0,0,0,0,0,0,12,0
1304683770,relay,200,2,0,0,387,0,0,0,0,0,0,13,0
1304683771,relay,200,2,0,0,425,0,0,0,0,0,0,14,0
1304683772,relay,200,2,0,0,461,0,0,0,0,0,0,11,0
1304683773,relay,200,2,0,0,498,0,0,0,0,0,0,14,1
1304683779,alice node,250,0,13,11,0,0,0,0,0,0,0,7,0
1304683780,alice node,250,0,37,35,0,0,0,0,0,0,0,14,0
1304683781,alice node,250,0,61,58,0,0,0,0,0,0,0,23,0
1304683783,alice node,250,0,83,81,0,0,0,0,0,0,0,23,0
1304683784,alice node,250,0,107,105,0,0,0,0,0,0,0,14,0
1304683785,alice node,250,0,130,128,0,0,0,0,0,0,0,15,0
1304683786,alice node,250,0,154,151,0,0,0,0,0,0,0,14,0
1304683787,alice node,250,0,177,175,0,0,0,0,0,0,0,10,0
1304683788,alice node,250,0,201,199,0,0,0,0,0,0,0,12,0
1304683789,alice node,250,0,225,220,0,0,0,0,0,0,0,13,0
1304683790,alice node,250,0,248,246,0,0,0,0,0,0,0,17,0
1304683791,alice node,250,0,271,269,0,0,0,0,0,0,0,16,0
1304683792,alice node,250,0,294,292,0,0,0,0,0,0,0,16,0
1304683794,alice node,250,0,318,316,0,0,0,0,0,0,0,15,1
1304683779,bob node,250,0,12,13,0,0,0,0,0,0,0,22,0
1304683780,bob node,250,0,35,37,0,0,0,0,0,0,0,23,0
1304683781,bob node,250,0,59,60,0,0,0,0,0,0,0,14,0
1304683783,bob node,250,0,82,84,0,0,0,0,0,0,0,11,0
1304683784,bob node,250,0,106,107,0,0,0,0,0,0,0,17,0
1304683785,bob node,250,0,130,131,0,0,0,0,0,0,0,16,0
1304683786,bob node,250,0,154,155,0,0,0,0,0,0,0,13,0
1304683787,bob node,250,0,177,179,0,0,0,0,0,0,0,15,0
1304683788,bob node,250,0,201,202,0,0,0,0,0,0,0,14,0
1304683789,bob node,250,0,225,226,0,0,0,0,0,0,0,13,0
1304683790,bob node,250,0,248,250,0,0,0,0,0,0,0,17,0
1304683792,bob node,250,0,272,273,0,0,0,0,0,0,0,18,0
1304683793,bob node,250,0,296,297,0,0,0,0,0,0,0,18,0
1304683794,bob node,250,0,321,321,0,0,0,0,0,0,0,15,1
1304683779,relay,250,0,0,0,22,0,0,0,0,0,0,9,0
1304683780,relay,250,0,0,0,68,0,0,0,0,0,0,12,0
1304683781,relay,250,0,0,0,114,0,0,0,0,0,0,12,0
1304683782,relay,250,0,0,0,160,0,0,0,0,0,0,14,0
1304683784,relay,250,0,0,0,206,0,0,0,0,0,0,12,0
1304683785,relay,250,0,0,0,251,0,0,0,0,0,0,14,0
1304683786,relay,250,0,0,0,296,0,0,0,0,0,0,12,0
1304683787,relay,250,0,0,0,342,0,0,0,0,0,0,13,0
1304683788,relay,250,0,0,0,388,0,0,0,0,0,0,12,0
1304683789,relay,250,0,0,0,432,0,0,0,0,0,0,14,0
1304683790,relay,250,0,0,0,479,0,0,0,0,0,0,16,0
1304683791,relay,250,0,0,0,526,0,0,0,0,0,0,13,0
1304683792,relay,250,0,0,0,571,0,0,0,0,0,0,14,0
1304683793,relay,250,0,0,0,616,0,0,0,0,0,0,18,1
1304683797,alice node,250,1,12,10,0,0,0,0,0,0,0,8,0
1304683798,alice node,250,1,36,35,0,0,0,0,0,0,0,15,0
1304683800,alice node,250,1,60,59,0,0,0,0,0,0,0,10,0
1304683801,alice node,250,1,83,83,0,0,0,0,0,0,0,11,0
1304683802,alice node,250,1,107,106,0,0,0,0,0,0,0,12,0
1304683803,alice node,250,1,131,130,0,0,0,0,0,0,0,10,0
1304683804,alice node,250,1,155,155,0,0,0,0,0,0,0,15,0
1304683805,alice node,250,1,179,178,0,0,0,0,0,0,0,12,0
1304683806,alice node,250,1,203,202,0,0,0,0,0,0,0,11,0
1304683807,alice node,250,1,226,226,0,0,0,0,0,0,0,12,0
1304683809,alice node,250,1,250,247,0,0,0,0,0,0,0,16,0
1304683810,alice node,250,1,273,273,0,0,0,0,0,0,0,17,0
1304683811,alice node,250,1,297,297,0,0,0,0,0,0,0,17,0
1304683812,alice node,250,1,320,321,0,0,0,0,0,0,0,9,1
1304683797,bob node,250,1,12,13,0,0,0,0,0,0,0,13,0
1304683799,bob node,250,1,36,36,0,0,0,0,0,0,0,15,0
1304683800,bob node,250,1,59,59,0,0,0,0,0,0,0,14,0
1304683801,bob node,250,1,82,82,0,0,0,0,0,0,0,18,0
1304683802,bob node,250,1,105,106,0,0,0,0,0,0,0,15,0
1304683803,bob node,250,1,129,130,0,0,0,0,0,0,0,15,0
1304683804,bob node,250,1,154,155,0,0,0,0,0,0,0,15,0
1304683805,bob node,250,1,178,178,0,0,0,0,0,0,0,17,0
1304683806,bob node,250,1,202,202,0,0,0,0,0,0,0,13,0
1304683807,bob node,250,1,225,226,0,0,0,0,0,0,0,15,0
1304683809,bob node,250,1,249,249,0,0,0,0,0,0,0,18,0
1304683810,bob node,250,1,273,273,0,0,0,0,0,0,0,18,0
1304683811,bob node,250,1,296,297,0,0,0,0,0,0,0,17,0
1304683812,bob node,250,1,320,321,0,0,0,0,0,0,0,14,1
1304683797,relay,250,1,0,0,23,0,0,0,0,0,0,10,0
1304683798,relay,250,1,0,0,69,0,0,0,0,0,0,11,0
1304683800,relay,250,1,0,0,114,0,0,0,0,0,0,12,0
1304683801,relay,250,1,0,0,160,0,0,0,0,0,0,13,0
1304683802,relay,250,1,0,0,206,0,0,0,0,0,0,11,0
1304683803,relay,250,1,0,0,251,0,0,0,0,0,0,14,0
1304683804,relay,250,1,0,0,299,0,0,0,0,0,0,13,0
1304683805,relay,250,1,0,0,345,0,0,0,0,0,0,15,0
1304683806,relay,250,1,0,0,391,0,0,0,0,0,0,16,0
1304683807,relay,250,1,0,0,436,0,0,0,0,0,0,13,0
1304683808,relay,250,1,0,0,482,0,0,0,0,0,0,10,0
1304683809,relay,250,1,0,0,527,0,0,0,0,0,0,13,0
1304683810,relay,250,1,0,0,574,0,0,0,0,0,0,12,0
1304683811,relay,250,1,0,0,620,0,0,0,0,0,0,14,1
1304683816,alice node,250,2,13,11,0,0,0,0,0,0,0,7,0
1304683817,alice node,250,2,37,34,0,0,0,0,0,0,0,14,0
1304683818,alice node,250,2,61,59,0,0,0,0,0,0,0,15,0
1304683819,alice node,250,2,85,81,0,0,0,0,0,0,0,11,0
1304683820,alice node,250,2,109,108,0,0,0,0,0,0,0,9,0
1304683821,alice node,250,2,133,129,0,0,0,0,0,0,0,16,0
1304683822,alice node,250,2,157,156,0,0,0,0,0,0,0,17,0
1304683823,alice node,250,2,180,180,0,0,0,0,0,0,0,15,0
1304683824,alice node,250,2,204,203,0,0,0,0,0,0,0,13,0
1304683826,alice node,250,2,228,227,0,0,0,0,0,0,0,13,0
1304683827,alice node,250,2,252,250,0,0,0,0,0,0,0,10,0
1304683828,alice node,250,2,275,275,0,0,0,0,0,0,0,13,0
1304683829,alice node,250,2,299,299,0,0,0,0,0,0,0,13,0
1304683830,alice node,250,2,322,324,0,0,0,0,0,0,0,14,1
1304683816,bob node,250,2,12,13,0,0,0,0,0,0,0,16,0
1304683817,bob node,250,2,36,37,0,0,0,0,0,0,0,13,0
1304683818,bob node,250,2,60,60,0,0,0,0,0,0,0,21,0
1304683819,bob node,250,2,84,83,0,0,0,0,0,0,0,19,0
1304683820,bob node,250,2,108,109,0,0,0,0,0,0,0,17,0
1304683821,bob node,250,2,132,132,0,0,0,0,0,0,0,18,0
1304683822,bob node,250,2,156,157,0,0,0,0,0,0,0,19,0
1304683823,bob node,250,2,180,180,0,0,0,0,0,0,0,16,0
1304683824,bob node,250,2,203,203,0,0,0,0,0,0,0,14,0
1304683826,bob node,250,2,227,227,0,0,0,0,0,0,0,12,0
1304683827,bob node,250,2,250,249,0,0,0,0,0,0,0,13,0
1304683828,bob node,250,2,273,273,0,0,0,0,0,0,0,16,0
1304683829,bob node,250,2,297,297,0,0,0,0,0,0,0,17,0
1304683830,bob node,250,2,321,320,0,0,0,0,0,0,0,18,1
1304683816,relay,250,2,0,0,23,0,0,0,0,0,0,8,0
1304683817,relay,250,2,0,0,69,0,0,0,0,0,0,13,0
1304683818,relay,250,2,0,0,115,0,0,0,0,0,0,7,0
1304683819,relay,250,2,0,0,160,0,0,0,0,0,0,12,0
1304683820,relay,250,2,0,0,207,0,0,0,0,0,0,17,0
1304683821,relay,250,2,0,0,254,0,0,0,0,0,0,10,0
1304683822,relay,250,2,0,0,299,0,0,0,0,0,0,13,0
1304683823,relay,250,2,0,0,345,0,0,0,0,0,0,13,0
1304683824,relay,250,2,0,0,391,0,0,0,0,0,0,14,0
1304683825,relay,250,2,0,0,437,0,0,0,0,0,0,12,0
1304683826,relay,250,2,0,0,482,0,0,0,0,0,0,14,0
1304683827,relay,250,2,0,0,530,0,0,0,0,0,0,14,0
1304683828,relay,250,2,0,0,575,0,0,0,0,0,0,14,0
1304683829,relay,250,2,0,0,620,0,0,0,0,0,0,17,1
1304683834,alice node,300,0,16,13,0,0,0,0,0,0,0,9,0
1304683835,alice node,300,0,44,42,0,0,0,0,0,0,0,14,0
1304683836,alice node,300,0,73,70,0,0,0,0,0,0,0,16,0
1304683837,alice node,300,0,101,99,0,0,0,0,0,0,0,17,0
1304683838,alice node,300,0,129,127,0,0,0,0,0,0,0,12,0
1304683839,alice node,300,0,158,156,0,0,0,0,0,0,0,15,0
1304683840,alice node,300,0,186,184,0,0,0,0,0,0,0,12,0
1304683841,alice node,300,0,216,214,0,0,0,0,0,0,0,16,0
1304683842,alice node,300,0,244,242,0,0,0,0,0,0,0,18,0
1304683844,alice node,300,0,273,271,0,0,0,0,0,0,0,15,0
1304683845,alice node,300,0,300,298,0,0,0,0,0,0,0,12,0
1304683846,alice node,300,0,330,327,0,0,0,0,0,0,0,13,0
1304683847,alice node,300,0,358,354,0,0,0,0,0,0,0,16,0
1304683848,alice node,300,0,387,382,0,0,0,0,0,0,0,18,1
1304683834,bob node,300,0,14,15,0,0,0,0,0,0,0,15,0
1304683835,bob node,300,0,42,44,0,0,0,0,0,0,0,16,0
1304683836,bob node,300,0,70,71,0,0,0,0,0,0,0,15,0
1304683837,bob node,300,0,99,100,0,0,0,0,0,0,0,17,0
1304683838,bob node,300,0,127,128,0,0,0,0,0,0,0,11,0
1304683839,bob node,300,0,156,157,0,0,0,0,0,0,0,16,0
1304683840,bob node,300,0,184,185,0,0,0,0,0,0,0,13,0
1304683841,bob node,300,0,214,215,0,0,0,0,0,0,0,19,0
1304683842,bob node,300,0,242,243,0,0,0,0,0,0,0,16,0
1304683844,bob node,300,0,271,272,0,0,0,0,0,0,0,15,0
1304683845,bob node,300,0,299,300,0,0,0,0,0,0,0,16,0
1304683846,bob node,300,0,329,329,0,0,0,0,0,0,0,16,0
1304683847,bob node,300,0,356,357,0,0,0,0,0,0,0,13,0
1304683848,bob node,300,0,385,385,0,0,0,0,0,0,0,14,1
1304683834,relay,300,0,0,0,26,0,0,0,0,0,0,8,0
1304683835,relay,300,0,0,0,82,0,0,0,0,0,0,16,0
1304683836,relay,300,0,0,0,137,0,0,0,0,0,0,14,0
1304683837,relay,300,0,0,0,192,0,0,0,0,0,0,20,0
1304683838,relay,300,0,0,0,246,0,0,0,0,0,0,12,0
1304683839,relay,300,0,0,0,302,0,0,0,0,0,0,14,0
1304683840,relay,300,0,0,0,356,0,0,0,0,0,0,15,0
1304683841,relay,300,0,0,0,413,0,0,0,0,0,0,18,0
1304683842,relay,300,0,0,0,468,0,0,0,0,0,0,12,0
1304683843,relay,300,0,0,0,523,0,0,0,0,0,0,14,0
1304683844,relay,300,0,0,0,578,0,0,0,0,0,0,13,0
1304683845,relay,300,0,0,0,632,0,0,0,0,0,0,12,0
1304683846,relay,300,0,0,0,689,0,0,0,0,0,0,12,0
1304683848,relay,300,0,0,0,744,0,0,0,0,0,0,14,1
1304683852,alice node,300,1,15,12,0,0,0,0,0,0,0,8,0
1304683853,alice node,300,1,43,40,0,0,0,0,0,0,0,16,0
1304683854,alice node,300,1,72,70,0,0,0,0,0,0,0,15,0
1304683855,alice node,300,1,100,98,0,0,0,0,0,0,0,11,0
1304683856,alice node,300,1,129,127,0,0,0,0,0,0,0,12,0
1304683857,alice node,300,1,157,155,0,0,0,0,0,0,0,16,0
1304683858,alice node,300,1,185,181,0,0,0,0,0,0,0,14,0
1304683859,alice node,300,1,213,212,0,0,0,0,0,0,0,15,0
1304683861,alice node,300,1,242,239,0,0,0,0,0,0,0,14,0
1304683862,alice node,300,1,270,268,0,0,0,0,0,0,0,16,0
1304683863,alice node,300,1,299,297,0,0,0,0,0,0,0,13,0
1304683864,alice node,300,1,327,325,0,0,0,0,0,0,0,18,0
1304683865,alice node,300,1,355,354,0,0,0,0,0,0,0,14,0
1304683866,alice node,300,1,384,379,0,0,0,0,0,0,0,16,1
1304683852,bob node,300,1,14,15,0,0,0,0,0,0,0,7,0
1304683853,bob node,300,1,42,44,0,0,0,0,0,0,0,15,0
1304683854,bob node,300,1,71,72,0,0,0,0,0,0,0,21,0
1304683855,bob node,300,1,99,101,0,0,0,0,0,0,0,20,0
1304683856,bob node,300,1,128,129,0,0,0,0,0,0,0,14,0
1304683857,bob node,300,1,156,158,0,0,0,0,0,0,0,17,0
1304683858,bob node,300,1,185,186,0,0,0,0,0,0,0,27,0
1304683859,bob node,300,1,213,215,0,0,0,0,0,0,0,18,0
1304683861,bob node,300,1,242,242,0,0,0,0,0,0,0,18,0
1304683862,bob node,300,1,270,270,0,0,0,0,0,0,0,24,0
1304683863,bob node,300,1,299,299,0,0,0,0,0,0,0,16,0
1304683864,bob node,300,1,327,328,0,0,0,0,0,0,0,22,0
1304683865,bob node,300,1,356,356,0,0,0,0,0,0,0,16,0
1304683866,bob node,300,1,384,383,0,0,0,0,0,0,0,17,1
1304683852,relay,300,1,0,0,27,0,0,0,0,0,0,14,0
1304683853,relay,300,1,0,0,81,0,0,0,0,0,0,12,0
1304683854,relay,300,1,0,0,136,0,0,0,0,0,0,14,0
1304683855,relay,300,1,0,0,191,0,0,0,0,0,0,14,0
1304683856,relay,300,1,0,0,246,0,0,0,0,0,0,12,0
1304683857,relay,300,1,0,0,301,0,0,0,0,0,0,12,0
1304683858,relay,300,1,0,0,355,0,0,0,0,0,0,14,0
1304683859,relay,300,1,0,0,412,0,0,0,0,0,0,15,0
1304683860,relay,300,1,0,0,467,0,0,0,0,0,0,14,0
1304683861,relay,300,1,0,0,522,0,0,0,0,0,0,14,0
1304683862,relay,300,1,0,0,578,0,0,0,0,0,0,12,0
1304683863,relay,300,1,0,0,632,0,0,0,0,0,0,13,0
1304683865,relay,300,1,0,0,688,0,0,0,0,0,0,17,0
1304683866,relay,300,1,0,0,742,0,0,0,0,0,0,14,1
1304683870,alice node,300,2,16,13,0,0,0,0,0,0,0,10,0
1304683871,alice node,300,2,45,43,0,0,0,0,0,0,0,21,0
1304683872,alice node,300,2,74,69,0,0,0,0,0,0,0,12,0
1304683873,alice node,300,2,102,100,0,0,0,0,0,0,0,17,0
1304683874,alice node,300,2,131,127,0,0,0,0,0,0,0,15,0
1304683875,alice node,300,2,159,157,0,0,0,0,0,0,0,11,0
1304683876,alice node,300,2,188,184,0,0,0,0,0,0,0,13,0
1304683878,alice node,300,2,216,212,0,0,0,0,0,0,0,16,0
1304683879,alice node,300,2,245,243,0,0,0,0,0,0,0,18,0
1304683880,alice node,300,2,274,268,0,0,0,0,0,0,0,16,0
1304683881,alice node,300,2,303,296,0,0,0,0,0,0,0,13,0
1304683882,alice node,300,2,331,327,0,0,0,0,0,0,0,16,0
1304683883,alice node,300,2,359,349,0,0,0,0,0,0,0,14,0
1304683884,alice node,300,2,387,373,0,0,0,0,0,0,0,17,1
1304683870,bob node,300,2,14,16,0,0,0,0,0,0,0,10,0
1304683871,bob node,300,2,44,45,0,0,0,0,0,0,0,16,0
1304683872,bob node,300,2,72,73,0,0,0,0,0,0,0,14,0
1304683873,bob node,300,2,101,102,0,0,0,0,0,0,0,20,0
1304683874,bob node,300,2,129,129,0,0,0,0,0,0,0,15,0
1304683875,bob node,300,2,158,159,0,0,0,0,0,0,0,16,0
1304683876,bob node,300,2,186,186,0,0,0,0,0,0,0,14,0
1304683878,bob node,300,2,215,213,0,0,0,0,0,0,0,20,0
1304683879,bob node,300,2,244,242,0,0,0,0,0,0,0,18,0
1304683880,bob node,300,2,273,267,0,0,0,0,0,0,0,16,0
1304683881,bob node,300,2,301,295,0,0,0,0,0,0,0,16,0
1304683882,bob node,300,2,330,326,0,0,0,0,0,0,0,18,0
1304683883,bob node,300,2,359,351,0,0,0,0,0,0,0,18,0
1304683884,bob node,300,2,387,377,0,0,0,0,0,0,0,21,1
1304683870,relay,300,2,0,0,28,0,0,0,0,0,0,11,0
1304683871,relay,300,2,0,0,84,0,0,0,0,0,0,13,0
1304683872,relay,300,2,0,0,139,0,0,0,0,0,0,14,0
1304683873,relay,300,2,0,0,194,0,0,0,0,0,0,19,0
1304683874,relay,300,2,0,0,248,0,0,0,0,0,0,17,0
1304683875,relay,300,2,0,0,304,0,0,0,0,0,0,12,0
1304683876,relay,300,2,0,0,359,0,0,0,0,0,0,12,0
1304683877,relay,300,2,0,0,414,0,0,0,0,0,0,12,0
1304683878,relay,300,2,0,0,470,0,0,0,0,0,0,12,0
1304683879,relay,300,2,0,0,524,0,0,0,0,0,0,16,0
1304683881,relay,300,2,0,0,576,0,0,0,0,0,0,16,0
1304683882,relay,300,2,0,0,635,0,0,0,0,0,0,14,0
1304683883,relay,300,2,0,0,689,0,0,0,0,0,0,20,0
1304683884,relay,300,2,0,0,744,0,0,0,0,0,0,12,1
1304683888,alice node,350,0,18,16,0,0,0,0,0,0,0,9,0
1304683889,alice node,350,0,50,45,0,0,0,0,0,0,0,16,0
1304683890,alice node,350,0,84,70,0,0,0,0,0,0,0,16,0
1304683892,alice node,350,0,117,106,0,0,0,0,0,0,0,17,0
1304683893,alice node,350,0,150,132,0,0,0,0,0,0,0,11,0
1304683894,alice node,350,0,183,156,0,0,0,0,0,0,0,15,0
1304683895,alice node,350,0,217,193,0,0,0,0,0,0,0,15,0
1304683896,alice node,350,0,252,221,0,0,0,0,0,0,0,11,0
1304683897,alice node,350,0,285,258,0,0,0,0,0,0,0,10,0
1304683898,alice node,350,0,318,290,0,0,0,0,0,0,0,20,0
1304683899,alice node,350,0,351,324,0,0,0,0,0,0,0,18,0
1304683901,alice node,350,0,385,361,0,0,0,0,0,0,0,16,0
1304683902,alice node,350,0,418,390,0,0,0,0,0,0,0,18,0
1304683903,alice node,350,0,451,425,0,0,0,0,0,0,0,10,1
1304683888,bob node,350,0,17,18,0,0,0,0,0,0,0,13,0
1304683889,bob node,350,0,50,48,0,0,0,0,0,0,0,19,0
1304683891,bob node,350,0,83,73,0,0,0,0,0,0,0,16,0
1304683892,bob node,350,0,116,109,0,0,0,0,0,0,0,13,0
1304683893,bob node,350,0,150,138,0,0,0,0,0,0,0,18,0
1304683894,bob node,350,0,183,162,0,0,0,0,0,0,0,13,0
1304683895,bob node,350,0,216,197,0,0,0,0,0,0,0,11,0
